ric,company_name,name_bhrc,url_bhrc,,,,,,,,,,,,,,
SFSN.S,SFS Group AG,N/A,N/A,,,,,,,,,,,,,,
SFZN.S,Siegfried Holding AG,N/A,N/A,,,,,,,,,,,,,,
SGE.L,Sage Group PLC,Sage,https://www.business-humanrights.org/en/companies/sage/,,,,,,,,,,,,,,
SGEF.PA,Vinci SA,Vinci,https://www.business-humanrights.org/en/companies/vinci/,,,,,,,,,,,,,,
SGOB.PA,Compagnie de Saint Gobain SA,Saint-Gobain,https://www.business-humanrights.org/en/companies/saint-gobain/,,,,,,,,,,,,,,
SGRO.L,SEGRO PLC,Segro plc,https://www.business-humanrights.org/en/companies/segro-plc/,,,,,,,,,,,,,,
SGSN.S,SGS SA,SGS,https://www.business-humanrights.org/en/companies/sgs/,,,,,,,,,,,,,,
SHBa.ST,Svenska Handelsbanken AB,Handelsbanken,https://www.business-humanrights.org/en/companies/handelsbanken/,,,,,,,,,,,,,,
SHCS.L,Shaftesbury Capital PLC,Shaftesbury PLC,https://www.business-humanrights.org/en/companies/shaftesbury-plc/,,,,,,,,,,,,,,
SHEL.L,Shell PLC,Shell plc,https://www.business-humanrights.org/en/companies/shell-plc/,,,,,,,,,,,,,,
SHLG.DE,Siemens Healthineers AG,N/A,N/A,,,,,,,,,,,,,,
SIEGn.DE,Siemens AG,Siemens,https://www.business-humanrights.org/en/companies/siemens/,,,,,,,,,,,,,,
SIGNC.S,SIG Group AG,N/A,N/A,,,,,,,,,,,,,,
SIKA.S,Sika AG,Sika,https://www.business-humanrights.org/en/companies/sika/,,,,,,,,,,,,,,
SJP.L,St James's Place PLC,N/A,N/A,,,,,,,,,,,,,,
SKAb.ST,Skanska AB,Skanska,https://www.business-humanrights.org/en/companies/skanska/,,,,,,,,,,,,,,
SKFb.ST,SKF AB,SKF,https://www.business-humanrights.org/en/companies/skf/,,,,,,,,,,,,,,
SLHN.S,Swiss Life Holding AG,N/A,N/A,,,,,,,,,,,,,,
SMIN.L,Smiths Group PLC,Smiths Group,https://www.business-humanrights.org/en/companies/smiths-group/,,,,,,,,,,,,,,
SN.L,Smith & Nephew PLC,Smith & Nephew,https://www.business-humanrights.org/en/companies/smith-nephew/,,,,,,,,,,,,,,
SOBIV.ST,Swedish Orphan Biovitrum AB (publ),N/A,N/A,,,,,,,,,,,,,,
SOF.BR,Sofina SA,N/A,N/A,,,,,,,,,,,,,,
SOGN.PA,Societe Generale SA,Société Générale,https://www.business-humanrights.org/en/companies/société-générale/,,,,,,,,,,,,,,
SOON.S,Sonova Holding AG,Sonova,https://www.business-humanrights.org/en/companies/sonova/,,,,,,,,,,,,,,
SOPR.PA,Sopra Steria Group SA,N/A,N/A,,,,,,,,,,,,,,
SPIE.PA,Spie SA,N/A,N/A,,,,,,,,,,,,,,
SPL1.WA,Santander Bank Polska SA,N/A,N/A,,,,,,,,,,,,,,
SPMI.MI,Saipem SpA,Saipem,https://www.business-humanrights.org/en/companies/saipem/,,,,,,,,,,,,,,
SPSN.S,Swiss Prime Site AG,N/A,N/A,,,,,,,,,,,,,,
SPX.L,Spirax Group PLC,Spirax-Sarco Engineering plc,https://www.business-humanrights.org/en/companies/spirax-sarco-engineering-plc/,,,,,,,,,,,,,,
SQN.S,Swissquote Group Holding SA,N/A,N/A,,,,,,,,,,,,,,
SRENH.S,Swiss Re AG,Swiss Re,https://www.business-humanrights.org/en/companies/swiss-re/,,,,,,,,,,,,,,
SRG.MI,Snam SpA,Snam,https://www.business-humanrights.org/en/companies/snam/,,,,,,,,,,,,,,
SRP.L,Serco Group PLC,Serco,https://www.business-humanrights.org/en/companies/serco/,,,,,,,,,,,,,,
SSABb.ST,SSAB AB,N/A,N/A,,,,,,,,,,,,,,
SSE.L,SSE PLC,SSE plc,https://www.business-humanrights.org/en/companies/sse-plc/,,,,,,,,,,,,,,
STAN.L,Standard Chartered PLC,Standard Chartered,https://www.business-humanrights.org/en/companies/standard-chartered/,,,,,,,,,,,,,,
STB.OL,Storebrand ASA,Storebrand,https://www.business-humanrights.org/en/companies/storebrand/,,,,,,,,,,,,,,
STDM.PA,Sartorius Stedim Biotech SA,N/A,N/A,,,,,,,,,,,,,,
STERV.HE,Stora Enso Oyj,Stora Enso,https://www.business-humanrights.org/en/companies/stora-enso/,,,,,,,,,,,,,,
STLAM.MI,Stellantis NV,Stellantis,https://www.business-humanrights.org/en/companies/stellantis/,,,,,,,,,,,,,,
STMMI.MI,STMicroelectronics NV,STMicroelectronics,https://www.business-humanrights.org/en/companies/stmicroelectronics-2/,,,,,,,,,,,,,,
STMN.S,Straumann Holding AG,N/A,N/A,,,,,,,,,,,,,,
SUBC.OL,Subsea 7 SA,Subsea 7,https://www.business-humanrights.org/en/companies/subsea-7/,,,,,,,,,,,,,,
SUN.S,Sulzer AG,Sulzer AG,https://www.business-humanrights.org/en/companies/sulzer-ag/,,,,,,,,,,,,,,
SUNN.S,Sunrise Communications AG,N/A,N/A,,,,,,,,,,,,,,
SVT.L,Severn Trent PLC,Severn Trent,https://www.business-humanrights.org/en/companies/severn-trent/,,,,,,,,,,,,,,
SWECb.ST,Sweco AB (publ),N/A,N/A,,,,,,,,,,,,,,
SWEDa.ST,Swedbank AB,Swedbank,https://www.business-humanrights.org/en/companies/swedbank/,,,,,,,,,,,,,,
SXS.L,Spectris PLC,Spectris,https://www.business-humanrights.org/en/companies/spectris/,,,,,,,,,,,,,,
SY1G.DE,Symrise AG,Symrise,https://www.business-humanrights.org/en/companies/symrise/,,,,,,,,,,,,,,
SYDB.CO,Sydbank A/S,Sydbank,https://www.business-humanrights.org/en/companies/sydbank/,,,,,,,,,,,,,,
SYENS.BR,Syensqo NV,Syensqo,https://www.business-humanrights.org/en/companies/syensqo/,,,,,,,,,,,,,,
TATE.L,Tate & Lyle PLC,Tate & Lyle,https://www.business-humanrights.org/en/companies/tate-lyle/,,,,,,,,,,,,,,
TBCG.L,TBC Bank Group PLC,N/A,N/A,,,,,,,,,,,,,,
TCAPI.L,TP ICAP Group PLC,TP ICAP plc,https://www.business-humanrights.org/en/companies/tp-icap-plc/,,,,,,,,,,,,,,
TCFP.PA,Thales SA,Thales,https://www.business-humanrights.org/en/companies/thales/,,,,,,,,,,,,,,
TE.PA,Technip Energies NV,Technip Energies,https://www.business-humanrights.org/en/companies/technip-energies/,,,,,,,,,,,,,,
TECN.S,Tecan Group AG,N/A,N/A,,,,,,,,,,,,,,
TEF.MC,Telefonica SA,Telefónica,https://www.business-humanrights.org/en/companies/telefónica/,,,,,,,,,,,,,,
TEGG.DE,TAG Immobilien AG,N/A,N/A,,,,,,,,,,,,,,
TEL.OL,Telenor ASA,Telenor,https://www.business-humanrights.org/en/companies/telenor/,,,,,,,,,,,,,,
TEL2b.ST,Tele2 AB,Tele2,https://www.business-humanrights.org/en/companies/tele2/,,,,,,,,,,,,,,
TELIA.ST,Telia Company AB,Telia,https://www.business-humanrights.org/en/companies/telia/,,,,,,,,,,,,,,
TEMN.S,Temenos AG,Temenos Group AG,https://www.business-humanrights.org/en/companies/temenos-group-ag/,,,,,,,,,,,,,,
TENR.MI,Tenaris SA,Tenaris,https://www.business-humanrights.org/en/companies/tenaris/,,,,,,,,,,,,,,
TEPRF.PA,Teleperformance SE,N/A,N/A,,,,,,,,,,,,,,
THULE.ST,Thule Group AB,Thule Group,https://www.business-humanrights.org/en/companies/thule-group/,,,,,,,,,,,,,,
TKAG.DE,thyssenkrupp AG,Thyssenkrupp,https://www.business-humanrights.org/en/companies/thyssenkrupp/,,,,,,,,,,,,,,
TKWY.AS,Just Eat Takeaway.com NV,Just Eat,https://www.business-humanrights.org/en/companies/just-eat/,,,,,,,,,,,,,,
TLIT.MI,Telecom Italia SpA,Telecom Italia,https://www.business-humanrights.org/en/companies/telecom-italia/,,,,,,,,,,,,,,
TLXGn.DE,Talanx AG,N/A,N/A,,,,,,,,,,,,,,
TOM.OL,Tomra Systems ASA,N/A,N/A,,,,,,,,,,,,,,
TRELb.ST,Trelleborg AB,Trelleborg,https://www.business-humanrights.org/en/companies/trelleborg/,,,,,,,,,,,,,,
TRN.MI,Terna Rete Elettrica Nazionale SpA,N/A,N/A,,,,,,,,,,,,,,
TRYG.CO,Tryg A/S,N/A,N/A,,,,,,,,,,,,,,
TSCO.L,Tesco PLC,Tesco,https://www.business-humanrights.org/en/companies/tesco/,,,,,,,,,,,,,,
TTEF.PA,TotalEnergies SE,TotalEnergies (formerly Total),https://www.business-humanrights.org/en/companies/totalenergies-formerly-total/,,,,,,,,,,,,,,
TUB.BR,Financiere de Tubize SA,N/A,N/A,,,,,,,,,,,,,,
TUI1n.DE,TUI AG,TUI Travel,https://www.business-humanrights.org/en/companies/tui-travel/,,,,,,,,,,,,,,
TW.L,Taylor Wimpey PLC,Taylor Wimpey,https://www.business-humanrights.org/en/companies/taylor-wimpey/,,,,,,,,,,,,,,
UBSG.S,UBS Group AG,UBS,https://www.business-humanrights.org/en/companies/ubs/,,,,,,,,,,,,,,
UCB.BR,Ucb SA,UCB Pharma Limited,https://www.business-humanrights.org/en/companies/ucb-pharma-limited/,,,,,,,,,,,,,,
UHR.S,Swatch Group AG,Swatch,https://www.business-humanrights.org/en/companies/swatch/,,,,,,,,,,,,,,
ULVR.L,Unilever PLC,Unilever,https://www.business-humanrights.org/en/companies/unilever/,,,,,,,,,,,,,,
UMG.AS,Universal Music Group NV,N/A,N/A,,,,,,,,,,,,,,
UNPI.MI,Unipol Assicurazioni SpA,N/A,N/A,,,,,,,,,,,,,,
UPM.HE,UPM-Kymmene Oyj,UPM,https://www.business-humanrights.org/en/companies/upm/,,,,,,,,,,,,,,
URW.PA,Unibail-Rodamco-Westfield SE,N/A,N/A,,,,,,,,,,,,,,
UTG.L,Unite Group PLC,N/A,N/A,,,,,,,,,,,,,,
UU.L,United Utilities Group PLC,United Utilities,https://www.business-humanrights.org/en/companies/united-utilities/,,,,,,,,,,,,,,
VACN.S,VAT Group AG,VAT Vakuumventile AG,https://www.business-humanrights.org/en/companies/vat-vakuumventile-ag/,,,,,,,,,,,,,,
VALMT.HE,Valmet Oyj,N/A,N/A,,,,,,,,,,,,,,
VAR.OL,Var Energi ASA,N/A,N/A,,,,,,,,,,,,,,
VERB.VI,Verbund AG,N/A,N/A,,,,,,,,,,,,,,
VID.MC,Vidrala SA,N/A,N/A,,,,,,,,,,,,,,
VIE.PA,Veolia Environnement SA,Veolia Group,https://www.business-humanrights.org/en/companies/veolia-group/,,,,,,,,,,,,,,
VIS.MC,Viscofan SA,N/A,N/A,,,,,,,,,,,,,,
VLLP.PA,Vallourec SA,Vallourec,https://www.business-humanrights.org/en/companies/vallourec/,,,,,,,,,,,,,,
VLOF.PA,Valeo SE,Valeo,https://www.business-humanrights.org/en/companies/valeo/,,,,,,,,,,,,,,
VNAn.DE,Vonovia SE,N/A,N/A,,,,,,,,,,,,,,
VOD.L,Vodafone Group PLC,Vodafone,https://www.business-humanrights.org/en/companies/vodafone/,,,,,,,,,,,,,,
VOES.VI,voestalpine AG,Voestalpine,https://www.business-humanrights.org/en/companies/voestalpine/,,,,,,,,,,,,,,
VOLVb.ST,Volvo AB,Volvo Group,https://www.business-humanrights.org/en/companies/volvo-group/,,,,,,,,,,,,,,
VOPA.AS,Koninklijke Vopak NV,Royal Vopak,https://www.business-humanrights.org/en/companies/royal-vopak/,,,,,,,,,,,,,,
VOWG_p.DE,Volkswagen AG,Volkswagen,https://www.business-humanrights.org/en/companies/volkswagen/,,,,,,,,,,,,,,
VRLA.PA1,Verallia SA,N/A,N/A,,,,,,,,,,,,,,
VTYV.L,Vistry Group PLC,Vistry Group PLC,https://www.business-humanrights.org/en/companies/vistry-group-plc/,,,,,,,,,,,,,,
VWS.CO,Vestas Wind Systems A/S,Vestas,https://www.business-humanrights.org/en/companies/vestas-wind-systems/,,,,,,,,,,,,,,
VZN.S,VZ Holding AG,N/A,N/A,,,,,,,,,,,,,,
WALLb.ST,Wallenstam AB,N/A,N/A,,,,,,,,,,,,,,
WBSV.VI,Wienerberger AG,N/A,N/A,,,,,,,,,,,,,,
WDPP.BR,Warehouses de Pauw NV,N/A,N/A,,,,,,,,,,,,,,
WEIR.L,Weir Group PLC,Weir Group,https://www.business-humanrights.org/en/companies/weir-group/,,,,,,,,,,,,,,
WIHL.ST,Wihlborgs Fastigheter AB,N/A,N/A,,,,,,,,,,,,,,
WISEa.L,Wise PLC,Wise,https://www.business-humanrights.org/en/companies/wise/,,,,,,,,,,,,,,
WLSNc.AS,Wolters Kluwer NV,Wolters Kluwer,https://www.business-humanrights.org/en/companies/wolters-kluwer/,,,,,,,,,,,,,,
WPP.L,WPP PLC,WPP,https://www.business-humanrights.org/en/companies/wpp/,,,,,,,,,,,,,,
WRT1V.HE,Wartsila Oyj Abp,Wartsila,https://www.business-humanrights.org/en/companies/wartsila/,,,,,,,,,,,,,,
WTB.L,Whitbread PLC,Whitbread,https://www.business-humanrights.org/en/companies/whitbread/,,,,,,,,,,,,,,
YAR.OL,Yara International ASA,Yara,https://www.business-humanrights.org/en/companies/yara/,,,,,,,,,,,,,,
ZALG.DE,Zalando SE,Zalando SE,https://www.business-humanrights.org/en/companies/zalando-se/,,,,,,,,,,,,,,
ZELA.CO,Zealand Pharma A/S,N/A,N/A,,,,,,,,,,,,,,
ZURN.S,Zurich Insurance Group AG,Zurich Insurance Group,https://www.business-humanrights.org/en/companies/zurich/,,,,,,,,,,,,,,
